ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF174KA1TM7,152916,GR,OMF,9,9.32
INF174KA1TN5,152917,DP,OMF,9,9.32
INF174KA1TO3,152917,DR,OMF,9,9.32
INF174KA1TP0,152918,GR,OMF,9,9.24
INF174KA1TQ8,152919,DP,OMF,9,9.24
INF174KA1TR6,152919,DR,OMF,9,9.24
INF767K01RR2,152920,GR,OMF,9,10.23
INF767K01RO9,152922,GR,OMF,9,10.01
INF767K01RQ4,152923,DP,OMF,9,10.01
INF767K01RP6,152923,DR,OMF,9,10.01
INF666M01IQ3,152925,GR,OMF,9,11.53
INF666M01IT7,152927,GR,OMF,9,11.47
INF666M01IU5,152928,DP,OMF,9,11.47
INF666M01IV3,152928,DR,OMF,9,11.47
INF251K01TZ6,152930,GR,OMF,9,8.06
INF251K01TY9,152931,GR,OMF,9,8.13
INF109KC10X8,152934,GR,OMF,9,11.31
INF109KC12X4,152935,DP,OMF,9,11.31
INF109KC11X6,152935,DR,OMF,9,11.31
INF109KC13X2,152936,GR,OMF,9,11.40
INF0GCD01800,152939,GR,OMF,9,10.62
INF0GCD01776,152940,GR,OMF,9,10.39
INF0R8701269,152941,GR,OMF,9,11.12
INF0R8701277,152942,DP,OMF,9,11.12
INF0R8701285,152942,DR,OMF,9,11.12
INF0R8701236,152943,GR,OMF,9,10.89
INF209KC1233,152945,GR,OMF,9,11.00
INF209KC1217,152947,GR,OMF,9,11.05
INF846K013Y8,152949,GR,OMF,9,11.55
INF846K012Y0,152950,GR,OMF,9,11.42
INF277KA1CO5,152951,GR,OMF,9,12.97
INF277KA1CP2,152952,DR,OMF,9,12.97
INF277KA1CL1,152954,GR,OMF,9,12.87
INF277KA1CM9,152955,DR,OMF,9,12.87
INF03VN01951,152962,GR,OMF,9,10.52
INF03VN01969,152963,GR,OMF,9,10.29
INF247L01DN2,152964,GR,OMF,9,9.76
INF247L01DQ5,152966,GR,OMF,9,9.58
INF247L01DR3,152967,DP,OMF,9,9.58
INF247L01DS1,152967,DR,OMF,9,9.58
INF769K01MD9,152968,GR,OMF,9,10.39
INF769K01MA5,152970,GR,OMF,9,10.29
INF769K01MQ1,152972,GR,OMF,9,10.63
INF769K01MO6,152974,GR,OMF,9,10.55
INF769K01MJ6,152976,GR,OMF,9,10.50
INF769K01MG2,152978,GR,OMF,9,10.41
INF666M01IX9,152980,GR,OMF,11.23,18.81
INF754K01TN5,152985,GR,OMF,9,8.96
INF754K01TJ3,152988,GR,OMF,9,8.88
INF194KB1IW4,152990,GR,OMF,9,11.46
INF194KB1IV6,152991,GR,OMF,9,11.37
INF204KC1DM3,152992,GR,OMF,9,10.99
INF204KC1DJ9,152994,GR,OMF,9,10.97
INF204KC1DS0,152996,GR,OMF,9,11.06
INF204KC1DP6,152998,GR,OMF,9,11.03
INF251K01UA7,153000,GR,OMF,9,10.56
INF251K01UB5,153001,GR,OMF,9,10.47
INF194KB1IX2,153002,GR,OMF,9,8.54
INF194KB1IY0,153003,GR,OMF,9,8.61
INF666M01JA5,153006,GR,OMF,11.23,18.73
INF769K01MV1,153007,GR,OMF,10.93,19.18
INF769K01MS7,153009,GR,OMF,11,19.06
INF769K01MT5,153010,DP,OMF,9,19.05
INF769K01MU3,153010,DR,OMF,9,19.05
INF0R8F01083,153011,GR,OMF,11.47,19.84
INF200KB1415,153012,GR,OMF,9,10.13
INF200KB1449,153015,GR,OMF,9,10.20
INF247L01DT9,153022,GR,OMF,9,10.02
INF247L01EA7,153023,GR,OMF,9,10.08
INF247L01DV5,153024,GR,OMF,9,9.39
INF247L01DU7,153025,GR,OMF,9,9.45
INF247L01DX1,153026,GR,OMF,9,13.56
INF247L01DW3,153027,GR,OMF,9,13.64
INF247L01DZ6,153028,GR,OMF,9,9.33
INF247L01DY9,153029,GR,OMF,9,9.39
INF209KC1290,153030,GR,OMF,9,11.00
INF209KC1316,153033,GR,OMF,9,10.96
INF666M01JD9,153034,GR,OMF,9,10.66
INF680P01430,153035,GR,GMF,10,1078.98
INF680P01448,153036,GR,GMF,10,1077.10
INF663L01Z45,153039,GR,OMF,9,9.71
INF663L01Z52,153040,GR,OMF,9,9.52
INF090I01XP5,153042,GR,OMF,9,10.78
INF090I01XS9,153043,GR,OMF,9,10.87
INF205KA1999,153046,GR,OMF,9,12.36
INF205KA1AC1,153047,GR,OMF,9,12.56
INF205KA1AA5,153048,DP,OMF,9,12.37
INF205KA1AB3,153048,DR,OMF,9,12.37
INF846K014Y6,153050,GR,OMF,9,10.96
INF846K015Y3,153051,GR,OMF,9,10.97
INF277KA1CU2,153055,GR,OMF,9,9.73
INF277KA1CS6,153058,DR,OMF,9,9.56
INF277KA1CR8,153059,GR,OMF,9,9.56
INF204KC1DY8,153060,GR,OMF,9,7.60
INF204KC1DV4,153061,GR,OMF,9,7.54
INF204KC1EE8,153064,GR,OMF,9,11.76
INF204KC1EB4,153066,GR,OMF,9,11.69
INF109KC19X9,153068,DP,OMF,9,10.93
INF109KC18X1,153068,DR,OMF,9,10.93
INF109KC17X3,153069,GR,OMF,9,10.93
INF109KC10Y6,153070,GR,OMF,9,11.09
INF109KC12Y2,153071,DP,OMF,9,11.08
INF109KC11Y4,153071,DR,OMF,9,11.08
INF0QA701979,153072,GR,OMF,9,8.85
INF0QA701920,153073,DP,OMF,9,8.85
INF0QA701938,153073,DR,OMF,9,8.85
INF0QA701946,153075,GR,OMF,9,9.03
INF680P01455,153076,GR,OMF,9,8.17
INF680P01463,153077,GR,OMF,9,8.01
INF209KC1357,153080,GR,OMF,9,9.23
INF209KC1332,153081,GR,OMF,9,9.30
INF846K012Z7,153082,DP,OMF,9,9.11
INF846K014Z3,153082,DR,OMF,9,9.11
INF846K011Z9,153083,GR,OMF,9,9.28
INF846K010Z1,153085,GR,OMF,9,9.11
INF789F1AZM9,153086,GR,OMF,9,9.73
INF789F1AZL1,153087,GR,OMF,9,9.67
INF789F1AZN7,153088,GR,OMF,9,10.44
INF789F1AZO5,153089,GR,OMF,9,10.51
INF0K1H01214,153090,GR,OMF,9,10.64
INF0K1H01222,153091,GR,OMF,9,10.51
INF0K1H01230,153092,GR,OMF,9,12.60
INF0K1H01248,153093,GR,OMF,9,12.36
INF082J01473,153094,GR,OMF,9,9.65
INF082J01481,153095,GR,OMF,9,9.50
INF179KC1JA6,153096,GR,OMF,9,8.89
INF179KC1JB4,153097,GR,OMF,9,8.94
INF666M01JG2,153100,GR,OMF,9,10.44
INF090I01XY7,153102,GR,OMF,9,10.61
INF090I01XV3,153104,GR,OMF,9,10.55
INF769K01NC9,153105,GR,OMF,9,10.35
INF769K01MZ2,153107,GR,OMF,9,10.29
INF582M01KG9,153109,GR,OMF,9,8.61
INF582M01KC8,153111,GR,OMF,9,8.48
INF194KB1IZ7,153113,GR,OMF,9,9.75
INF194KB1JA8,153114,GR,OMF,9,9.83
INF754K01TP0,153115,GR,OMF,9,10.99
INF174KA1TV8,153116,GR,OMF,9,11.53
INF174KA1TS4,153118,GR,OMF,9,11.74
INF174KA1TW6,153119,DP,OMF,9,11.53
INF174KA1TX4,153119,DR,OMF,9,11.53
INF740KA1UT5,153120,DP,OMF,9,10.28
INF740KA1UU3,153120,DR,OMF,9,10.28
INF740KA1UX7,153121,GR,OMF,9,10.46
INF740KA1US7,153122,GR,OMF,9,10.28
INF209KC1373,153124,GR,OMF,9,10.78
INF209KC1407,153126,DP,OMF,9,10.61
INF209KC1399,153127,GR,OMF,9,10.60
INF754K01TT2,153130,GR,OMF,9,10.96
INF277KA1DA2,153132,GR,OMF,9,10.45
INF277KA1CX6,153134,GR,OMF,9,10.35
INF247L01EC3,153137,GR,OMF,9,11.24
INF247L01EB5,153138,GR,OMF,9,11.33
INF761K01GI7,153139,GR,OMF,9,10.64
INF761K01GL1,153140,GR,OMF,9,10.50
INF174KA1UB8,153145,GR,OMF,9,10.74
INF174KA1TY2,153146,GR,OMF,9,10.80
INF174KA1UH5,153148,GR,OMF,9,11.24
INF174KA1UE2,153150,GR,OMF,9,11.30
INF200KB1514,153151,DP,OMF,9,10.59
INF200KB1522,153151,DR,OMF,9,10.59
INF200KB1480,153152,DP,OMF,9,10.45
INF200KB1498,153152,DR,OMF,9,10.45
INF200KB1472,153153,GR,OMF,9,10.45
INF200KB1506,153154,GR,OMF,9,10.59
INF0QA701987,153155,GR,OMF,9,9.32
INF0QA701AB9,153157,GR,OMF,9,9.50
INF0QA701995,153158,DP,OMF,9,9.32
INF0QA701AA1,153158,DR,OMF,9,9.32
INF109KC16Y3,153161,GR,OMF,9,10.55
INF109KC13Y0,153162,GR,OMF,9,10.48
INF251K01UC3,153170,GR,OMF,9,11.05
INF251K01UE9,153171,GR,OMF,9,11.29
INF846KA1028,153172,GR,OMF,9,10.92
INF846K016Z8,153174,GR,OMF,9,10.90
INF209KC1464,153176,DP,OMF,9,10.82
INF209KC1472,153177,GR,OMF,9,10.79
INF209KC1456,153179,GR,OMF,9,10.82
INF109KC19Y7,153181,GR,OMF,9,11.46
INF109KC14Z5,153182,DP,OMF,9,11.60
INF109KC13Z7,153182,DR,OMF,9,11.60
INF109KC11Z1,153183,DP,OMF,9,11.46
INF109KC10Z3,153183,DR,OMF,9,11.46
INF109KC12Z9,153184,GR,OMF,9,11.60
INF247L01ED1,153187,GR,OMF,9,10.84
INF247L01EG4,153188,GR,OMF,9,10.73
INF03VN01977,153189,GR,OMF,9,10.45
INF03VN01985,153190,GR,OMF,9,10.26
INF769K01NP1,153192,GR,OMF,9,9.40
INF769K01NM8,153194,GR,OMF,9,9.37
INF769K01NJ4,153196,GR,OMF,9,11.50
INF769K01NL0,153197,DP,OMF,9,11.50
INF769K01NK2,153197,DR,OMF,9,11.50
INF769K01NG0,153198,GR,OMF,9,11.32
INF769K01NI6,153199,DP,OMF,9,11.32
INF769K01NH8,153199,DR,OMF,9,11.32
INF0QA701AK0,153201,GR,OMF,9,11.35
INF0QA701AI4,153202,GR,OMF,9,11.15
INF789F1AA98,153204,GR,OMF,9,10.59
INF789F1AA80,153205,GR,OMF,9,10.41
INF0QA701AP9,153206,GR,GMF,10,1040.42
INF0QA701AM6,153211,GR,GMF,10,1031.72
INF194KB1JB6,153212,GR,OMF,9,10.12
INF194KB1JC4,153213,GR,OMF,9,10.20
INF754K01TY2,153214,GR,OMF,9,11.14
INF754K01UD4,153215,DP,OMF,9,10.96
INF754K01UE2,153215,DR,OMF,9,10.96
INF740KA1UY5,153216,GR,OMF,9,11.60
INF740KA1VB1,153219,GR,OMF,9,11.68
INF174KA1UN3,153221,GR,OMF,9,10.28
INF174KA1UK9,153223,GR,OMF,9,10.33
INF251K01UJ8,153225,GR,OMF,9,11.93
INF251K01UG4,153226,GR,OMF,9,11.75
INF666M01JK4,153230,GR,OMF,9,9.14
INF666M01JN8,153232,GR,OMF,9,9.09
INF0K1H01263,153238,GR,OMF,9,9.10
INF0K1H01255,153239,GR,OMF,9,9.23
INF582M01KK1,153240,GR,OMF,9,10.70
INF582M01KO3,153242,GR,OMF,9,10.74
INF846KA1044,153244,GR,OMF,9,10.62
INF846KA1036,153245,GR,OMF,9,10.53
INF767K01RZ5,153246,GR,OMF,9,12.38
INF767K01RW2,153248,GR,OMF,9,12.19
INF767K01RV4,153249,DP,OMF,9,12.19
INF767K01RU6,153249,DR,OMF,9,12.19
INF200KB1563,153250,GR,OMF,9,11.99
INF200KB1530,153253,GR,OMF,9,11.93
INF754K01UC6,153255,GR,OMF,9,10.96
INF247L01EM2,153256,GR,OMF,9,12.19
